ALARM_STATUS,MACH_XCOR,MACH_YCOR,MACH_ZCOR,ABS_XCOR,ABS_YCOR,ABS_ZCOR,RELV_XCOR,RELV_YCOR,RELV_ZCOR,DIST_XCOR,DIST_YCOR,DIST_ZCOR,START_TIME,WORK_ONCE_TIME,WORK_ALL_TIME,WORK_NUM,CUT_TIME,PRG_NAME,FEED_SPEED,SPD_SPEED,FEDSPD_RATE
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520902,102,199080,37235,224570,32,0,0,185
无报警,555.719,0,-76.99,0.165,409.07,100,-7.335,401.61,90,0,0,0,741026,0,381383,26349,331218,30,0,0,155
无报警,-396.749,-188.858,-319.882,12.469,-0.507,-12.441,-1.227,-188.854,-102.172,0.181,-0.125,-0.002,723931,7,22831,69272,279142,30,100,5002,155
无报警,-448.858,-412.558,539099.1,14,100,539099.1,-448.846,-412.551,539099.1,0,0,0,389096,1,144657,98,118542,150,0,0,155
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520902,102,199080,37235,224570,32,0,0,185
无报警,555.719,0,-76.99,0.165,409.07,100,-7.335,401.61,90,0,0,0,741026,0,381383,26349,331218,30,0,0,155
无报警,-396.807,-188.818,-319.931,12.401,-0.406,-12.49,-1.314,-188.77,-102.221,0.283,-0.195,-0.004,723931,7,22831,69272,279142,30,100,5002,155
无报警,-448.858,-412.558,539099.1,14,100,539099.1,-448.846,-412.551,539099.1,0,0,0,389096,1,144657,98,118542,150,0,0,155
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520902,102,199080,37235,224570,32,0,0,185
无报警,555.719,0,-76.99,0.165,409.07,100,-7.335,401.61,90,0,0,0,741026,0,381383,26349,331218,30,0,0,155
无报警,-396.844,-188.758,-319.98,12.369,-0.343,-12.539,-1.347,-188.707,-102.27,0.32,-0.255,-0.005,723931,7,22831,69272,279142,30,100,5001,155
无报警,-448.858,-412.558,277753.03,14,100,277753.03,-448.846,-412.551,277753.03,0,0,1896669.5,389096,1,144657,98,118542,150,0,0,155
无报警,-423.336,-202.8,-17.9,-60.1,-14.44,340.38,-60.1,-14.44,330.41,0,0,0,535075,0,105352,22128,235256,9001,0,0,175
无报警,545.634,0,-77.21,0.165,409.1,100,0.165,409.1,90,0,0,0,741071,0,381390,26356,331221,30,0,0,165
无报警,-725.287,-109.7,-512.045,-240.967,126,-26.575,-240.054,126.035,-10.195,520.047,0,0,945315,0,358736,56392,320694,30,1200,4999,195
无报警,-568.816,-109.7,-512.045,-85.349,126,-26.575,-84.009,126.035,-10.195,363.149,0,0,945315,0,358736,56392,320694,30,2000,4999,155
无报警,458.09,-391.647,-399.472,100.24,-45.144,15.728,100.24,-43.971,2.028,78.024,1.347,0,805684,96,300468,30589,325893,100,2200,4499,155
无报警,-422.935,-188.585,-317.828,-13.718,-0.167,-10.387,-27.438,-188.534,-100.117,0.094,-0.181,-0.002,723975,2,22860,69276,279170,30,100,5002,155
无报警,-470.773,-15.49,-265.768,-70.695,182.4,218.79,-80,124.5,-261.303,0,0,0,520947,0,199081,37235,224570,32,0,0,185
无报警,-423.336,-202.8,-17.9,-60.1,-14.44,340.38,-60.1,-14.44,330.41,0,0,0,535075,0,105352,22128,235256,9001,0,0,175
无报警,545.634,0,-77.21,0.165,409.1,100,0.165,409.1,90,0,0,0,741071,0,381390,26356,331221,30,0,0,165
无报警,-448.858,-412.558,0,14,100,0,-448.846,-412.551,0,0,0,0,389141,1,144676,109,118556,150,0,0,155
无报警,-476.016,-109.7,-512.045,7.451,126,-26.575,8.791,126.035,-10.195,270.349,0,0,945315,0,358736,56392,320694,30,2000,4999,155
无报警,531.473,-381.827,-399.472,173.84,-32.977,15.728,173.84,-32.977,2.028,-72.754,0,0,805684,96,300468,30589,325893,100,2200,4499,155
无报警,-470.773,-15.49,-265.768,-70.695,182.4,218.79,-80,124.5,-261.303,0,0,0,520947,0,199081,37235,224570,32,0,0,185
无报警,-422.943,-188.569,-317.878,-13.718,-0.149,-10.437,-27.446,-188.518,-100.167,0.127,-0.244,-0.003,723975,2,22860,69276,279170,30,98,5002,155
无报警,-595.267,-4.5,18,-109.667,231.2,503.47,-109.394,231.235,493.47,0,0,0,945787,0,358836,56393,320783,9001,0,0,155
无报警,-595.267,-4.5,18,-109.667,231.2,503.47,-109.394,231.235,493.47,0,0,0,945787,0,358836,56393,320783,9001,0,0,155
无报警,-241.2,-232.4,-437.8,244.6,3.3,47.67,244.4,0,37.67,0,0,0,945790,0,358836,56393,320783,30,107,1199,155
无报警,-409.212,-188.295,0,0,0,292.78,0,0,282.78,0,0,0,724323,0,23058,69300,279357,9001,0,0,185
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535419,84,105453,22130,235347,31,0,0,155
无报警,-243.8,-232.4,-437.8,241.8,3.3,47.67,241.8,0,37.67,0,0,0,945790,0,358836,56393,320783,30,0,1199,155
无报警,648.226,0,-254.54,144,266.99,100,144,266.99,90,0,0,0,741417,0,381416,26401,331230,10,0,0,185
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535420,84,105453,22130,235347,31,0,0,155
无报警,369.08,-259.687,-256.033,-11.9,121.733,154.367,-11.9,121.733,142.667,0,0,0,806046,0,300594,30592,326009,1,0,0,155
无报警,-409.212,-188.295,-274.36,0,0,18.42,0,0,8.42,0,0,0,724324,0,23058,69300,279357,0,0,0,185
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535420,84,105453,22130,235347,31,0,0,155
无报警,648.226,-266.99,-259.74,144,0,91.6,144,0,81.6,0,0,2,741418,0,381417,26401,331230,10,0,2000,185
无报警,-485,-232.4,-407.7,0,0,77.77,0,0,67.77,0,0,0,945791,0,358836,56393,320783,0,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,266.233,-406.92,-410.3,-115.6,-25.5,0.1,-114.747,-25.5,-11.6,316.894,0,0,806058,8,300602,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,341.326,-406.92,-410.3,-41.36,-25.5,0.1,-40.507,-25.5,-11.6,241.8,0,0,806058,8,300602,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,414.713,-406.92,-410.3,32.88,-25.5,0.1,33.733,-25.5,-11.6,168.414,0,0,806058,8,300602,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,488.953,-406.92,-410.3,106.266,-25.5,0.1,107.12,-25.5,-11.6,94.174,0,0,806058,8,300602,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,562.34,-406.92,-410.3,179.653,-25.5,0.1,180.506,-25.5,-11.6,21.64,0,0,806059,8,300602,30592,326017,100,1600,4499,155
无报警,-170.271,-391.41,-478.45,315.915,-156.373,0,315.247,-155.934,-11.35,-18.882,5.1,0,946263,17,359037,56394,320975,30,1500,3000,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806520,50,300966,30596,326351,30,0,0,155
无报警,486.301,-281.4,-525.394,-24.072,25.95,-3.714,183.871,-15.495,-504.753,-8.361,0,0,741831,45,381674,26419,331458,30,1000,5000,155
无报警,-418.702,0,-184.5,-9.5,188.33,108.26,0.002,0.002,0.005,0,0,0,724735,3,23213,69344,279463,31,0,0,175
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521480,0,199084,37237,224572,1,0,0,175
无报警,-247.589,-180.567,-332.6,177.5,69.999,37.6,177.5,69.999,27.6,0,0,9.2,535790,7,105570,22131,235457,31,0,3001,155
无报警,-238.053,-385.899,-478.45,248.387,-149.999,0,247.587,-149.999,-11.35,-540.987,0,0,946263,17,359037,56394,320975,30,1500,3000,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806520,50,300966,30596,326351,30,0,0,155
无报警,449.583,-281.4,-525.394,-60.79,25.95,-3.714,147.153,-15.495,-504.753,-51.643,0,0,741831,45,381674,26419,331458,30,1000,5000,155
无报警,-418.702,0,-184.5,-9.5,188.33,108.26,0.002,0.002,0.005,0,0,0,724735,3,23213,69344,279463,31,0,0,175
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521480,0,199084,37237,224572,1,0,0,175
无报警,-465.652,-59.92,-437.081,18.393,175.072,41.39,18.777,175.538,-11.211,11.902,1.748,-0.226,946269,0,359040,56395,320977,30,1131,4001,155
无报警,-380.445,-347.666,-333.18,45.818,-97.1,-0.75,44.644,-97.1,30.22,-150.971,0,0,535796,9,105571,22131,235458,31,2200,4500,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806526,50,300966,30596,326351,30,0,0,155
无报警,-468.201,-76.611,-437.905,17.172,159.822,40.545,17.172,159.822,-12.045,156.508,-0.892,0,946269,0,359040,56395,320978,30,1315,4001,155
无报警,-473.138,-347.666,-333.18,-46.876,-97.1,-0.75,-46.876,-97.1,30.22,-59.451,0,0,535796,9,105571,22131,235458,31,2200,4500,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806526,50,300966,30596,326351,30,0,0,155
无报警,-387.449,-77.95,-437.905,95.257,157.95,40.545,96.324,157.95,-12.045,74.243,0,0,946269,0,359040,56395,320978,30,2000,4001,155
无报警,-545.689,-323.074,-333.18,-120.6,-74.855,-0.75,-120.6,-73.682,30.22,0,162.508,0,535796,9,105571,22131,235458,31,2200,4500,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806526,50,300966,30596,326351,30,0,0,155
无报警,-312.14,-71.88,-437.905,172.7,163.06,40.545,172.7,163.583,-12.045,-157.4,0.145,0,946269,0,359040,56395,320978,30,1992,4001,155
无报警,-312.14,-38.55,-337.21,172.7,197.35,141.24,172.7,197.35,88.65,0,0,0,946270,0,359041,56395,320978,30,0,4001,155
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521487,0,199084,37237,224572,1,0,0,175
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806526,50,300966,30596,326351,30,0,0,155
无报警,-409.802,-184.1,-233.7,-0.6,4.23,59.06,8.902,-184.098,-49.195,0,0,0,724742,0,23213,69344,279463,31,11,500,175
无报警,341.319,-345.9,-507.47,-168.52,-38.55,-1.1,38.89,-79.995,-486.829,-40.83,0,0,741838,52,381681,26419,331465,30,1000,5001,155
无报警,-589.323,0,-397.83,-100.95,235.735,82.58,-12.517,42.941,65.162,0,0,0,944852,52,358614,56390,320585,30,0,0,165
无报警,243.413,-210.02,-337.717,-113.44,140.25,64.983,-114.547,140.25,54.583,-6.638,0,0,805186,9,300174,30584,325620,30,452,4499,155
无报警,-396.173,-188.949,-320.038,12.983,-0.722,-12.597,13.036,-0.729,-22.598,0.281,0.107,-0.003,723691,9,22679,69254,278994,30,100,5002,155
无报警,-548.636,-210.05,-189.896,-129.05,40.45,128.304,-164.248,-210.05,26.305,0,0,0,534616,11,105280,22111,235191,30,0,0,255
无报警,-308.681,0,-353.378,95.46,201.07,126.16,124.845,201.073,115.76,0,0,0,520490,62,198819,37232,224314,30,0,0,175
无报警,-589.323,0,-397.83,-100.95,235.735,82.58,-12.517,42.941,65.162,0,0,0,944853,52,358614,56390,320585,30,0,0,165
无报警,316.468,-485.52,-338.65,-39.146,-135.25,64.05,-40.319,-135.25,53.65,-74.692,0,0,805187,9,300174,30584,325620,30,2200,4499,155
无报警,0,0,539099.1,-150,0,539099.1,0.012,0.009,539099.1,0,0,0,388869,0,144633,85,118524,86,0,0,155
无报警,-395.957,-188.867,-320.441,13.206,-0.691,-12.999,13.255,-0.672,-23,0.065,0.025,-0.001,723691,10,22679,69254,278995,30,100,5001,155
无报警,-548.636,-210.05,-189.896,-129.05,40.45,128.304,-164.248,-210.05,26.305,0,0,0,534616,11,105280,22111,235191,30,0,0,255
无报警,-308.681,0,-353.378,95.46,201.07,126.16,124.845,201.073,115.76,0,0,0,520490,62,198819,37232,224314,30,0,0,175
无报警,721.245,-308.7,-536.77,206.522,0,0,-26.237,-308.694,-134.62,33.711,0,0,740614,1,381317,26327,331174,30,1000,3001,155
无报警,414.813,-260.84,-171.5,62.33,-7,97.16,62.33,-7,87.16,0,0,-36.07,805830,2,300566,30590,325986,30,0,4999,255
无报警,552.936,0,-231.22,0.209,409.08,-52.8,0.309,409.18,-62.8,0,0,0,741203,0,381402,26372,331226,30,0,0,155
无报警,-395.632,-188.684,-320.296,13.595,-0.412,-12.855,-0.146,-188.721,-102.584,0.081,0.328,-0.004,724109,8,22959,69287,279265,30,100,5001,155
无报警,-443.57,-550.409,0,16.8,0,0,-443.524,-550.39,0,-1.521,-0.76,0,389255,0,144726,29,118595,144,60,599,155
无报警,-395.522,0,-217.7,13.74,188.312,89.74,-0.001,0.003,0.011,0,0,0,724110,8,22959,69288,279265,30,0,0,155
无报警,-216.6,0,-402.89,269,235.7,82.58,269.273,235.735,72.58,0,0,0,945577,99,358836,56393,320783,30,0,0,155
无报警,552.936,-92.06,-353.64,0.209,317.02,-175.22,0.309,317.12,-185.22,0,0,0,741204,0,381402,26372,331226,9001,0,2039,155
无报警,-445.336,-560.225,0,15,-9.769,0,-445.324,-560.159,0,0,-3.053,0,389256,0,144727,30,118595,144,120,598,155
无报警,-423.339,0,-17.906,-60.103,188.36,340.374,0,202.801,0,0,0,0,535206,0,105352,22128,235256,30,0,0,175
无报警,439.825,-267.102,-260.452,86.307,-13.517,8.208,86.829,-13.407,-1.792,3.987,3.679,0,805832,3,300568,30590,325987,30,540,4999,155
无报警,-397.007,-156.874,-4.458,3.071,41.016,480.1,0,0,460.579,0,0,0,521079,0,199081,37235,224570,1,0,0,175
无报警,-395.522,0,-217.7,13.74,188.312,89.74,-0.001,0.003,0.011,0,0,0,724110,8,22959,69288,279265,30,0,0,155
无报警,-216.6,0,-402.89,269,235.7,82.58,269.273,235.735,72.58,0,0,0,945577,99,358836,56393,320783,30,0,0,155
无报警,552.936,-92.06,-353.64,0.209,317.02,-175.22,0.309,317.12,-185.22,0,0,0,741204,0,381402,26372,331226,9001,0,2040,155
无报警,-445.336,-552.885,539099.1,15,-2.429,539099.1,-445.324,-552.883,539099.1,0,-10.394,277753.03,389256,0,144727,30,118595,144,120,599,155
无报警,555.719,0,-20.64,0.165,409.07,156.35,-7.335,401.61,146.35,0,0,0,741027,0,381383,26349,331218,0,0,0,155
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520903,102,199080,37235,224570,32,0,0,185
无报警,-448.858,-412.558,1896669.5,14,100,1896669.5,-448.846,-412.551,1896669.5,0,0,277753.03,389097,1,144657,98,118542,150,0,0,155
无报警,-396.98,-188.401,-320.326,12.282,-0.026,-12.885,-1.458,-188.343,-102.615,0.164,-0.358,-0.004,723931,8,22832,69272,279142,30,100,5001,155
无报警,555.719,0,-20.64,0.165,409.07,156.35,-7.335,401.61,146.35,0,0,0,741027,0,381383,26349,331218,0,0,0,155
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520903,102,199080,37235,224570,32,0,0,185
无报警,-448.858,-412.558,0,14,100,0,-448.846,-412.551,0,0,0,1896669.5,389097,1,144657,98,118542,150,0,0,155
无报警,-448.858,-412.558,1896669.5,14,100,1896669.5,-448.846,-412.551,1896669.5,0,0,0,389097,1,144657,98,118542,150,0,0,155
无报警,-448.858,-412.558,1896669.5,14,100,1896669.5,-448.846,-412.551,1896669.5,0,0,0,389097,1,144657,98,118542,150,0,0,155
无报警,546.159,-408.8,-141.04,-9.265,0.27,35.95,-10.44,-7.19,25.95,0,0,0,741028,0,381383,26349,331218,9001,246,600,155
无报警,-284.578,0,-363.635,115.5,197.89,120.923,-0.001,129.601,-359.17,0,0,0,520904,102,199080,37235,224570,32,0,0,185
无报警,-448.858,-412.558,1896669.5,14,100,1896669.5,-448.846,-412.551,1896669.5,0,0,1896669.5,389097,1,144657,98,118542,150,0,0,155
无报警,-395.522,0,-217.7,13.74,188.321,89.74,0,0.004,0.01,0,0,0,723932,8,22832,69273,279143,30,0,0,155
无报警,541.959,-408.8,-141.04,-13.575,0.27,35.95,-14.76,-7.19,25.95,0,0,0,741028,0,381383,26349,331218,9001,11,600,155
无报警,-423.336,-202.8,-17.9,-60.1,-14.44,340.38,-60.1,-14.44,330.41,0,0,0,535075,0,105352,22128,235256,9001,0,0,175
无报警,515.303,-367.171,-399.472,158.627,-18.321,15.728,158.627,-18.321,2.028,-56.04,0,0,805684,96,300469,30589,325893,100,2200,4499,155
无报警,-422.886,-188.679,-317.979,-13.648,-0.31,-10.539,-27.388,-188.628,-100.269,0.045,-0.086,-0.001,723975,2,22860,69276,279170,30,100,5002,155
无报警,545.634,0,-77.21,0.165,409.1,100,0.165,409.1,90,0,0,0,741071,0,381390,26356,331221,30,0,0,165
无报警,-448.858,-412.558,0,14,100,0,-448.846,-412.551,0,0,0,1896669.5,389141,1,144676,109,118556,150,0,0,155
无报警,-470.773,-15.49,-265.768,-70.695,182.4,218.79,-80,124.5,-261.303,0,0,0,520947,0,199081,37235,224570,32,0,0,185
无报警,-202.983,-109.865,-512.045,281.549,125.981,-26.575,282.358,125.961,-10.195,5.858,-7.708,0,945315,0,358737,56392,320695,30,1011,4999,155
无报警,-423.336,-202.8,-17.9,-60.1,-14.44,340.38,-60.1,-14.44,330.41,0,0,0,535075,0,105352,22128,235256,9001,0,0,175
无报警,487.018,-359.842,-399.472,126.821,-10.992,15.728,127.994,-10.992,2.028,49.758,0,0,805684,96,300469,30589,325893,100,2200,4499,155
无报警,-422.845,-188.758,-318.03,-13.632,-0.342,-10.589,-27.347,-188.707,-100.32,0.321,-0.256,-0.005,723975,3,22860,69276,279170,30,100,5001,155
无报警,545.634,0,-77.21,0.165,409.1,100,0.165,409.1,90,0,0,0,741071,0,381390,26356,331221,30,0,0,165
无报警,-470.773,-15.49,-265.768,-70.695,182.4,218.79,-80,124.5,-261.303,0,0,0,520947,0,199081,37235,224570,32,0,0,185
无报警,-448.858,-412.558,539099.1,14,100,539099.1,-448.846,-412.551,539099.1,0,0,0,389141,1,144676,109,118556,150,0,0,155
无报警,-485,-232.4,18,0,0,503.47,0,0,493.47,0,0,0,945791,0,358836,56393,320783,9001,0,0,155
无报警,369.08,-259.687,-256.033,-11.9,121.733,154.367,-11.9,121.733,142.667,0,0,0,806046,0,300594,30592,326009,1,0,0,155
无报警,-409.212,-188.295,0,0,0,292.78,0,0,282.78,0,0,0,724324,0,23058,69300,279357,9001,0,0,185
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535420,84,105453,22130,235347,31,0,0,155
无报警,648.226,0,-254.54,144,266.99,100,144,266.99,90,0,0,0,741418,0,381417,26402,331230,10,0,0,185
无报警,-485,-232.4,18,0,0,503.47,0,0,493.47,0,0,0,945791,0,358836,56393,320783,9001,0,0,155
无报警,-409.212,-188.295,0,0,0,292.78,0,0,282.78,0,0,0,724324,0,23058,69300,279357,9001,0,0,185
无报警,369.08,-259.687,-256.033,-11.9,121.733,154.367,-11.9,121.733,142.667,0,0,0,806046,0,300594,30592,326009,1,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535420,84,105453,22130,235347,31,0,0,155
无报警,648.226,0,-254.54,144,266.99,100,144,266.99,90,0,0,0,741418,0,381417,26402,331230,10,0,0,185
无报警,462.483,0,-106.08,110,253.84,162.58,110,253.84,152.58,0,0,0,805833,3,300568,30591,325987,30,0,0,155
无报警,-485,-232.4,18,0,0,503.47,0,0,493.47,0,0,0,945792,0,358836,56393,320783,9001,0,0,155
无报警,-409.212,-188.295,0,0,0,292.78,0,0,282.78,0,0,0,724324,0,23058,69300,279357,0,0,0,185
无报警,369.08,-259.687,-256.033,-11.9,121.733,154.367,-11.9,121.733,142.667,0,0,0,806046,0,300594,30592,326009,1,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,319.651,-355.92,-410.3,-59.622,25.5,0.1,-60.476,25.5,-11.6,-140.818,0,0,806059,8,300603,30592,326017,100,1600,4499,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,247.118,-355.92,-410.3,-133.009,25.5,0.1,-133.862,25.5,-11.6,-68.284,0,0,806059,8,300603,30592,326017,100,1600,4499,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,173.751,-355.567,-410.3,-206.386,25.726,0.1,-206.386,25.726,-11.6,5.068,50.49,0,806059,8,300603,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,-335.365,0,-213.4,85.5,252.19,151.49,85.5,252.19,140.99,0,0,0,535433,84,105453,22130,235347,31,0,0,155
无报警,176.361,-304.972,-410.3,-206.317,76.282,0.1,-205.47,76.379,-11.6,406.767,0.012,0,806059,8,300603,30592,326017,100,1600,4499,155
无报警,-472.9,-290.4,-393.87,12.1,-58,82.63,12.1,-58,72.53,0,0,0,945804,0,358836,56393,320783,9001,0,0,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806520,50,300966,30596,326351,30,0,0,155
无报警,-444.453,-385.899,-478.45,41.987,-149.999,0,41.187,-149.999,-11.35,-334.587,0,0,946263,17,359037,56394,320975,30,1500,3000,155
无报警,321.666,-281.4,-525.394,-188.173,25.95,-3.714,19.236,-15.495,-504.753,-3.727,0,0,741831,46,381674,26419,331458,30,998,5000,155
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521480,0,199084,37237,224572,1,0,0,175
无报警,-418.702,0,-184.5,-9.5,188.33,108.26,0.002,0.002,0.005,0,0,0,724735,3,23213,69344,279463,31,0,0,175
无报警,-438.522,-153.784,-17.9,-13.433,96.782,355.5,-13.433,96.782,345.5,-102.067,14.318,0,535790,7,105570,22131,235457,31,0,4500,255
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806520,50,300966,30596,326351,30,0,0,155
无报警,-590.053,-385.899,-478.45,-103.613,-149.999,0,-104.413,-149.999,-11.35,-189.787,0,0,946263,17,359037,56394,320975,30,1500,3000,155
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521480,0,199084,37237,224572,1,0,0,175
无报警,335.375,-337.4,-525.394,-176.597,-30.05,-3.714,31.879,-71.495,-504.753,49.031,0,0,741831,46,381674,26419,331459,30,1000,5000,155
无报警,-418.702,0,-184.5,-9.5,188.33,108.26,0.002,0.002,0.005,0,0,0,724735,3,23213,69344,279463,31,0,0,175
无报警,-438.522,-153.784,-17.9,-13.433,96.782,355.5,-13.433,96.782,345.5,-102.067,14.318,0,535790,7,105570,22131,235457,31,0,0,255
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806520,50,300966,30596,326351,30,0,0,155
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806527,50,300966,30596,326351,30,0,0,155
无报警,375.918,-272.9,-507.47,-135.522,34.45,-1.1,72.955,-6.995,-486.829,134.455,0,0,741838,53,381681,26419,331465,30,1000,5000,155
无报警,-371.907,-38.3,-437.905,115.067,197.6,40.545,114,197.6,-12.045,-96.817,0,0,946270,0,359041,56395,320978,30,2000,4001,155
无报警,-433.634,-15.88,-367.464,-42.601,150.645,94.288,-52,145.64,5.05,0,0,0,521487,0,199084,37237,224572,1,0,0,175
无报警,-409.802,-183.76,-233.7,-0.6,4.56,59.06,8.902,-183.768,-49.195,0,0,0,724742,0,23213,69344,279463,31,0,501,175
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806527,50,300966,30596,326351,30,0,0,155
无报警,-462.573,-38.3,-437.905,24.4,197.6,40.545,23.333,197.6,-12.045,-6.151,-39.9,0,946270,1,359041,56395,320978,30,555,4001,155
无报警,-524.589,-146.466,-282.43,-99.5,104.1,50,-99.5,104.1,80.97,-16,7,0,535797,9,105572,22131,235458,31,0,0,255
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806527,50,300966,30596,326351,30,0,0,155
无报警,-440.19,-78.2,-437.905,43.583,157.7,40.545,44.65,157.7,-12.045,127.233,0,0,946270,1,359041,56395,320978,30,2000,4001,155
无报警,-524.589,-146.466,-282.43,-99.5,104.1,50,-99.5,104.1,80.97,-16,7,0,535797,9,105572,22131,235458,31,0,0,255
无报警,416.25,0,-247.82,37.75,381.42,162.58,-95.75,161.308,57.686,0,0,0,806527,50,300966,30596,326351,30,0,0,155
无报警,-347.39,-78.2,-437.905,135.317,157.7,40.545,136.383,157.7,-12.045,34.433,0,0,946270,1,359041,56395,320978,30,2000,4001,155
无报警,-182.373,-235.735,-424.2,303.227,-0.035,61.27,303.5,0,51.27,0,0,0,945288,0,358736,56392,320694,30,0,0,215
无报警,-396.139,-187.599,-319.811,13.223,0.684,-12.37,-0.567,-187.614,-102.1,-0.385,-0.03,-0.004,723948,7,22840,69273,279150,30,100,5001,155
无报警,-310.813,-139.99,-268.258,89.265,57.9,216.33,80,0,-263.793,0,0,0,520919,0,199081,37235,224570,32,54,3000,185
无报警,-423.336,-202.8,-17.9,-60.1,-14.44,340.38,-60.1,-14.44,330.41,0,0,0,535048,0,105352,22128,235256,9001,0,0,175
无报警,549.084,0,-76.78,0.165,409.26,100,0.165,409.26,90,0,0,0,741043,0,381386,26352,331220,30,0,0,165
